,ï»¿id,is_misinfo,Texts,id,clean_text,word_count,is_emoji,is_link,hashtag,tag
3524,"1,35E+18",0,Had my first Covid vaccine today <U+0001F44A><U+0001F3FC><U+0001F637>@WestSuffolkNHS https://t.co/wW46DVyfFY,,had my first covid vaccin today ufa uffc uf westsuffolknh,8,1,1,5160,1113
3525,"1,35E+18",0,If you got your ears pierced at Claireâs donât worry about whatâs in the vaccine,,if you got your ear pierc at claireâ donât worri about whatâ in the vaccin,15,0,0,5160,1113
3526,"1,34E+18",1,"I wonder how many people realize that the ""vaccine"" is actually an experimental - and unproven - gene therapy based on a process that has never been proven safe. One of those ""hidden in plain sight"" facts the news media didn't let you in on.  https://t.co/hPKPrtU2ze",,i wonder how mani peopl realiz that the vaccin is actual an experiment and unproven gene therapi base on a process that has never been proven safe one of those hidden in plain sight fact the news media did nt let you in on,47,0,1,5160,1113
3527,"1,35E+18",1,Ghana President Finally Reject &amp; Exposes Bill Gate Deadly Vaccine For Africa https://t.co/ohEOuuDPOv,,ghana presid final reject amp expos bill gate dead vaccin for africa,13,0,1,5160,1113
3528,"1,37E+18",0,Lucky enough to secure a last minute appointment. #firstdosedone<U+0001F489><U+2714><U+FE0F> #Moderna #covid_19 #GetVaccinated #vaccinated #COVID19 https://t.co/Ab3dj96rw0,,lucki enough to secur a last minut appoint firstdosedon uf u ufef moderna covid getvaccin vaccin covid,15,1,1,5160,1113
3529,"1,35E+18",0,Full of emotions after receiving my first dose of the @moderna_tx #CovidVaccine but more than anything I feel HOPE and GRATITUDE for the dedicated scientists making it possible for us to safely see our patients. @CincyChildrens https://t.co/ZgTR842Sp2,,full of emot after receiv my first dose of the modernatx covidvaccin but more than anyth i feel hope and gratitud for the dedic scientist make it possibl for us to safe see our patient cincychildren,37,0,1,5160,1113
3530,"1,37E+18",0,yea this vaccine is kicking my ass,,yea this vaccin is kick my ass,7,0,0,5160,1113
3531,"1,36E+18",0,"The COVID-19 vaccines are a two-dose series. It is important to get your second dose to maximize the effectiveness of the vaccine and boost your immunity. Learn more at https://t.co/MsSs4LG7zu. 

#Get2Doses #HeresTheSpotGetYourShot #Vaccines #VaxUpCU #VaxUpIL https://t.co/hfMYymVURQ",,the covid vaccin are a twodos seri it is import to get your second dose to maxim the effect of the vaccin and boost your immun learn more at getdos heresthespotgetyourshot vaccin vaxupcu vaxupil,36,0,1,5160,1113
3532,"1,39E+18",0,"Recently added myself to a few pharmacy #covid19sk vaccine waitlists in #yxe. Got a text/email from one ~30 mins ago, appt booked for 14th, and I'm technically not even eligible until 8am tomorrow. Impressed, relieved and grateful AF!",,recent ad myself to a few pharmaci covidsk vaccin waitlist in yxe got a textemail from one min ago appt book for th and i m technic not even elig until am tomorrow impress reliev and grate af,38,0,0,5160,1113
3533,"1,39E+18",1,"What was this policy about?
#SelfSpreadingVaccines ?
#bioweapons ?

https://t.co/GAPWIKbVF6",,what was this polici about selfspreadingvaccin bioweapon,7,0,1,5160,1113
3534,"1,35E+18",1,Ex-Pfizer Exec Demands EU Halt COVID-19 Vaccine Studies Over 'Indefinite Infertility' And Other Health Concerns | IppocrateOrg https://t.co/1W6XQszQ1l,,expfize exec demand eu halt covid vaccin studi over indefinit infertil and other health concern ippocrateorg,18,0,1,5160,1113
3535,"1,36E+18",0,Just got my second COVID vaccine!,,just got my second covid vaccin,6,0,0,5160,1113
3536,"1,39E+18",0,"I have a date with the vaccine needle tomorrow. Finally.
#vaccinated #vaccination #COVID19 #CovidVaccine",,i have a date with the vaccin needl tomorrow final vaccin vaccin covid covidvaccin,13,0,0,5160,1113
3537,"1,39E+18",0,"The @Walmart at 5141 NC-42W in #GarnerNC has a no-appointment vaccine clinic going on right now. The vaccine is free!

Get your shots #NorthCarolina! #VaccinesWork  #GetVaccinated",,the walmart at ncw in garnernc has a noappoint vaccin clinic go on right now the vaccin is free get your shot northcarolina vaccineswork getvaccin,26,0,0,5160,1113
3538,"1,39E+18",0,"Get your shots!

#covid #vaccine #coronavirus #vaccinated #shot #needle #vaccinate #fight #hypo #pandemic #end #stop #throwing #athlete #doctors #nurses #birdflu #penguin #penguins https://t.co/vuQFE3CrT8",,get your shot covid vaccin coronavirus vaccin shot needl vaccin fight hypo pandem end stop throw athlet doctor nurs birdflu penguin penguin,22,0,1,5160,1113
3539,"1,36E+18",1,"âItâs a messenger RNA vaccine and I donât think that the illness overall warrants using an experimental vaccine. You canât test a drug over a period of less than a year. This has been rushed into production,â https://t.co/j3Lb0kULgy",,âitâ a messeng rna vaccin and i donât think that the ill overal warrant use an experiment vaccin you canât test a drug over a period of less than a year this has been rush into product â,38,0,1,5160,1113
3540,"1,34E+18",0,"My husband was excited when he saw large foam shipping container with dry ice in it on porch. He was convinced I had gotten a shipment of Covid19 vaccine somehow. I am good, but I am not that good. So glad he didn't tell neighbors I would vaccinate them. It was frozen groceries. https://t.co/vN4oqMPG9d",,my husband was excit when he saw larg foam ship contain with dri ice in it on porch he was convinc i had gotten a shipment of covid vaccin somehow i am good but i am not that good so glad he did nt tell neighbor i would vaccin them it was frozen groceri,54,0,1,5160,1113
3541,"1,36E+18",0,"Tomorrow I get my first Covid-19 vaccine.  While I'm thrilled to be getting the vaccination, my giddiness reminds me a bit of the Far Side  dog, in the car, who is very excited to be going to the vet to get ""tutored.""",,tomorrow i get my first covid vaccin while i m thrill to be get the vaccin my giddi remind me a bit of the far side dog in the car who is veri excit to be go to the vet to get tutor,44,0,0,5160,1113
3542,"1,36E+18",1,"The experimental mRNA is a #genocide injectable, donât be a guinea pig. Doctors and Nurses Giving the Covid-19 âVaccineâ Will Be Tried as War Criminals by Dr Vernon Coleman https://t.co/8s1j0pWLVx",,the experiment mrna is a genocid inject donât be a guinea pig doctor and nurs give the covid âvaccineâ will be tri as war crimin by dr vernon coleman,30,0,1,5160,1113
3543,"1,36E+18",0,I received my second dose of the Moderna vaccine yesterday.   My arm is sore but not as much as with the first dose. I have a slight headache but otherwise doing fine.   Wear a mask. Maintain social distancing.  Wash your hands.  Take the vaccine.  Be safe.,,i receiv my second dose of the moderna vaccin yesterday my arm is sore but not as much as with the first dose i have a slight headach but otherwis do fine wear a mask maintain social distanc wash your hand take the vaccin be safe,53,0,0,5160,1113
3544,"1,35E+18",0,If you ever got your ears pierced at Claireâs you donât have to worry about whatâs in the vaccine,,if you ever got your ear pierc at claireâ you donât have to worri about whatâ in the vaccin,19,0,0,5160,1113
3545,"1,39E+18",0,".@docmait Thank you!

We salute you for being a @Unicef Vaccine Champion! #VaccinesWork #WorldImmunizationWeek https://t.co/xMboL8PwNv",,docmait thank you we salut you for be a unicef vaccin champion vaccineswork worldimmunizationweek,14,0,1,5160,1113
3546,"1,35E+18",0,if youâve used the upstairs corner bathroom at Missie Bâs then you donât need to worry about whatâs in the vaccine https://t.co/0yVQxvWYRb,,if youâv use the upstair corner bathroom at missi bâs then you donât need to worri about whatâ in the vaccin,22,0,1,5160,1113
3547,"1,37E+18",0,Waiting in line to get my #Covid #vaccine,,wait in line to get my covid vaccin,8,0,0,5160,1113
3548,"1,37E+18",0,Got my first dose of the vaccine and went to The Container Store. I feel so alive!,,got my first dose of the vaccin and went to the contain store i feel so aliv,17,0,0,5160,1113
3549,"1,37E+18",0,"US trial of AstraZeneca jab confirms safety
https://t.co/x3mZBl4cSb",,us trial of astrazeneca jab confirm safeti,7,0,1,5160,1113
3550,"1,39E+18",1,"When they say depopulation control what does that mean to all of you? What that say's to me is that someone in these governments across the world are trying to mass murder mankind. Population control is  mass murder, get a grip and wake up. Their using a vaccine and a Virus, etc",,when they say depopul control what doe that mean to all of you what that say s to me is that someon in these govern across the world are tri to mass murder mankind popul control is mass murder get a grip and wake up their use a vaccin and a virus etc,53,0,0,5160,1113
3551,"1,39E+18",1,Vaccine update #1: itâs been a few hours but I think Iâm starting to ship bk//dk so please avoid it at all costs itâs actually very dangerous,,vaccin updat itâ been a few hour but i think iâm start to ship bkdk so pleas avoid it at all cost itâ actual veri danger,27,0,0,5160,1113
3552,"1,39E+18",1,"There can never be vaccines
All vaccines are phony.
Because he didn't even make it clear that this virus is a Bioweapon? Or is it from nature?
How can you have a vaccine?
Never in the history of mankind has a vaccine been produced in just 60 days or 6 months. https://t.co/xmsFHTPxMv",,there can never be vaccin all vaccin are phoni becaus he did nt even make it clear that this virus is a bioweapon or is it from natur how can you have a vaccin never in the histori of mankind has a vaccin been produc in just day or month,48,0,1,5160,1113
3553,"1,37E+18",0,Pakistan To Start Importing Chinaâs CanSino Covid Vaccine For CommercialÂ Sale https://t.co/OJscUu8AIx,,pakistan to start import chinaâ cansino covid vaccin for commercialâ sale,11,0,1,5160,1113
3554,"1,34E+18",1,"America a sinking ship?they are helping banks corp,sthey are not helping the common folk.But the eu norway ect they are all helping  common folk up  to 7 k a month. America $1200 for32 weeks a plan! all the untested vaccine you can drink! smallbiz they attack! workers=comÂ·muÂ·nism",,america a sink ship they are help bank corp sthey are not help the common folkbut the eu norway ect they are all help common folk up to k a month america for week a plan all the untest vaccin you can drink smallbiz they attack workerscomâmuân,49,0,0,5160,1113
3555,"1,34E+18",1,"The ""vaccine"" is from the 80% depopulation &amp; ""purple revolution"" cabal. It'll decrease lifespan by causing cancer, other diseases, etc. &amp; cause sterility. The ""virus"" is meant to drive people towards the vaccine. Ties to spygate. See pinned thread. https://t.co/0heTaDzoIu",,the vaccin is from the depopul amp purpl revolut cabal it ll decreas lifespan by caus cancer other diseas etc amp caus steril the virus is meant to drive peopl toward the vaccin tie to spygat see pin thread,40,0,1,5160,1113
3556,"1,37E+18",0,Got first vaccine shot~!,,got first vaccin shot,4,0,0,5160,1113
3557,"1,34E+18",0,"if you ever lived here, donât worry about whatâs in the vaccine https://t.co/2IwlZBx7Wg",,if you ever live here donât worri about whatâ in the vaccin,13,0,1,5160,1113
3558,"1,39E+18",1,"Libs: I only put natural things my body.  I wanna know what kind of food my chicken ate. 

Also libs: Unproven vaccine with mRNA technology never tested before on humans?  Yes, please!  Twice?  Oh yes again!  On my 5 year old?  Heck yeah!!!!!",,lib i onli put natur thing my bodi i wan na know what kind of food my chicken ate also lib unproven vaccin with mrna technolog never test befor on human yes pleas twice oh yes again on my year old heck yeah,49,0,0,5160,1113
3559,"1,35E+18",0,If you drank out them water fountains at school you shouldnât worry about whatâs in the vaccine,,if you drank out them water fountain at school you shouldnât worri about whatâ in the vaccin,17,0,0,5160,1113
3560,"1,34E+18",0,if u hate we young by nct dream donât worry about whatâs in the vaccine,,if u hate we young by nct dream donât worri about whatâ in the vaccin,15,0,0,5160,1113
3561,"1,36E+18",1,Guy in the barbershop talking about COViD-19 is tool for depopulation and they are giving Black women the vaccine to stop them from reproducing. https://t.co/LSRF3jQvLW,,guy in the barbershop talk about covid is tool for depopul and they are give black women the vaccin to stop them from reproduc,25,0,1,5160,1113
3562,"1,37E+18",0,Happy Monday! My dad (age 75) is booked for his vaccine appt :). https://t.co/8VLp8yYxIt,,happi monday my dad age is book for his vaccin appt,14,0,1,5160,1113
3563,"1,34E+18",1,I am more concerned about getting a rushed vaccine than I am contracting an over-hyped virus bug.,,i am more concern about get a rush vaccin than i am contract an overhyp virus bug,17,0,0,5160,1113
3564,"1,39E+18",0,My second vaccine shot is actually taking me out,,my second vaccin shot is actual take me out,9,0,0,5160,1113
3565,"1,36E+18",1,"Would happily take Covid mRNA gene therapy, if:

-the manufactures had not been idemnified
-the survival rate for maj. was not 99.8%
-it had been correctly labelled as a treatment not a vaccine.
-Gov were not using coercion tactics

That's it. Simple.",,would happili take covid mrna gene therapi if the manufactur had not been idemnifi the surviv rate for maj was not it had been correct label as a treatment not a vaccin gov were not use coercion tactic that s it simpl,37,0,0,5160,1113
3566,"1,39E+18",0,"Vaccine hesitancy is universal across countries and can be due to fear of side effects, safety, effectiveness, perceived political interference, and misinformation https://t.co/DwZmyKVQXY #NIAW2021 #VaccinesWork https://t.co/3IYS45qrVA",,vaccin hesit is univers across countri and can be due to fear of side effect safeti effect perceiv polit interfer and misinform niaw vaccineswork,26,0,1,5160,1113
3567,"1,34E+18",1,At a stroke <U+2066>@10DowningStreet<U+2069> starts to undermine the acceptance of the vaccines by introduction of a completely untested vaccine schedule that is not supported by the manufacturers. Incredibly incompetent The focus must be safely protect vulnerable https://t.co/nY5zRqm8Jw,,at a stroke u downingstreet u start to undermin the accept of the vaccin by introduct of a complet untest vaccin schedul that is not support by the manufactur incred incompet the focus must be safe protect vulner,37,1,1,5160,1113
3568,"1,36E+18",0,My dad just got his second dose of the vaccine <U+0001F629><U+2764><U+FE0F><U+0001F970>,,my dad just got his second dose of the vaccin uf u ufef uf,11,1,0,5160,1113
3569,"1,34E+18",0,"Paul is putting so much effort into researching and finding ways for me to get the vaccine, and I feel so grateful. <U+0001F62D><U+0001F62D><U+2764><U+FE0F> 

Very glad for some of you who have gotten it, small steps on our path to achieving herd immunity.

Planning on wearing my mask *well* into 2021.",,paul is put so much effort into research and find way for me to get the vaccin and i feel so grate ufd ufd u ufef veri glad for some of you who have gotten it small step on our path to achiev herd immun plan on wear my mask well into,49,1,0,5160,1113
3570,"1,39E+18",1,"not me getting a comment on my pfp on fb saying ""i cant believe you got that killer vaccine"" <U+0001F480><U+0001F480><U+0001F480>",,not me get a comment on my pfp on fb say i cant believ you got that killer vaccin uf uf uf,20,1,0,5160,1113
3571,"1,35E+18",0,if you went to public school and sat on the same hard ass carpet every day for 9 months with 20 other kids- do not worry about whats in the vaccine,,if you went to public school and sat on the same hard ass carpet everi day for month with other kid do not worri about what in the vaccin,31,0,0,5160,1113
3572,"1,36E+18",0,"Received my second dose of the vaccine. Ready to help protect my patients, my family, and myself! https://t.co/oeYMtsON7Q",,receiv my second dose of the vaccin readi to help protect my patient my famili and myself,18,0,1,5160,1113
3573,"1,39E+18",0,"Update on how I'm feeling since I got the first dose, I've been sleeping off and on all day. I didn't feel any soreness until hours after getting the vaccine yesterday. Today my whole arm hurts so I had to take a Tylenol. Hope it won't hurt as much with the next dose #vaccinated https://t.co/NKbbY94x3U",,updat on how i m feel sinc i got the first dose i ve been sleep off and on all day i did nt feel ani sore until hour after get the vaccin yesterday today my whole arm hurt so i had to take a tylenol hope it wo nt hurt as much with the next dose vaccin,55,0,1,5160,1113
3574,"1,34E+18",0,I think the only thing my dad is more excited about for the new year than the vaccine is Cobra Kai season 3,,i think the onli thing my dad is more excit about for the new year than the vaccin is cobra kai season,23,0,0,5160,1113
3575,"1,35E+18",1,"""Why yes, we don't trust a rushed vaccine that has already shown to have horrible side effects, how could you tell?"" https://t.co/utiyhPFLh3",,whi yes we do nt trust a rush vaccin that has alreadi shown to have horribl side effect how could you tell,22,0,1,5160,1113
3576,"1,39E+18",0,"Dear @moderna_tx , 

My mom went in for a surgery today and I got to kiss her on the cheek for the first time in over a year before she went In . We are both #vaccinated 

Thanks! #appreciation",,dear modernatx my mom went in for a surgeri today and i got to kiss her on the cheek for the first time in over a year befor she went in we are both vaccin thank appreci,39,0,0,5160,1113
3577,"1,35E+18",0,if you've ever even looked at arctic circle don't worry about what's in the vaccine,,if you ve ever even look at arctic circl do nt worri about what s in the vaccin,15,0,0,5160,1113
3578,"1,37E+18",0,Got my first dose of the COVID vaccine!!! LETâS GOOOOOOOOOOOOOOO,,got my first dose of the covid vaccin letâ gooooooooooooooo,10,0,0,5160,1113
3579,"1,39E+18",0,Second Pfizer vaccine shot installed! No reactions that I've noticed so far.,,second pfizer vaccin shot instal no reaction that i ve notic so far,12,0,0,5160,1113
3580,"1,34E+18",0,if u ever drank directly out of a soda can without wiping the top first dont worry about whats in the covid vaccine,,if u ever drank direct out of a soda can without wipe the top first dont worri about what in the covid vaccin,23,0,0,5160,1113
3581,"1,39E+18",0,2nd dose DONE! And still gonna social distance and wear my mask #Moderna #VaccinesWork #vaccinated #COVID19Vaccine https://t.co/MBO338UF2X,,nd dose done and still gon na social distanc and wear my mask moderna vaccineswork vaccin covidvaccin,17,0,1,5160,1113
3582,"1,37E+18",0,"If you know someone who had their first dose of #Covid19 vaccine quite early on, give them a call or drop them a message to remind them their second dose will be coming up soon. 

They should attend when they are contacted or if they already have an appointment booked!<U+0001F489><U+0001F499> https://t.co/CQe08uWftg",,if you know someon who had their first dose of covid vaccin quit earli on give them a call or drop them a messag to remind them their second dose will be come up soon they should attend when they are contact or if they alreadi have an appoint book uf uf,51,1,1,5160,1113
3583,"1,36E+18",0,Just got my âforty-fiveâ year-old mom her first vaccine shot!! <U+0001F970>,,just got my âfortyfiveâ yearold mom her first vaccin shot uf,11,1,0,5160,1113
3584,"1,34E+18",0,"Emily Rodway, CRA and Kessler nurse, was a little further back in the line this morning but the line moved quickly and she also received the first of two doses of the Covid-19 vaccine. #CovidVaccine #VaccinesSaveLives #Grateful #HPSNursesAreTheBest https://t.co/LjNqcgR1S5",,emili rodway cra and kessler nurs was a littl further back in the line this morn but the line move quick and she also receiv the first of two dose of the covid vaccin covidvaccin vaccinessavel grate hpsnursesarethebest,39,0,1,5160,1113
3585,"1,39E+18",0,"The San Joaquin County District Attorneyâs Office is grateful for the partnership with the California Department of Alcoholic Beverage Control for their work in this case.â
https://t.co/VHsOtAznGA",,the san joaquin counti district attorneyâ offic is grate for the partnership with the california depart of alcohol beverag control for their work in this caseâ,26,0,1,5160,1113
3586,"1,37E+18",0,Iâm hoping the vaccine will help me stop taking yogi tea wisdom to heart.,,iâm hope the vaccin will help me stop take yogi tea wisdom to heart,14,0,0,5160,1113
3587,"1,36E+18",0,"Any teachers, school staff getting ready to sign up for a vaccine appointment this morning? Would love to hear how it goes! Keep me posted here or email me elsa.gillis@wsoc-tv.com! <U+2066>@wsoctv<U+2069> 
 https://t.co/erI1kME3a4",,ani teacher school staff get readi to sign up for a vaccin appoint this morn would love to hear how it goe keep me post here or email me elsagilli wsoctvcom u wsoctv u,33,1,1,5160,1113
3588,"1,36E+18",0,This is amazing news about the Moderna coronavirus vaccine  https://t.co/QO30969h0V,,this is amaz news about the moderna coronavirus vaccin,11,0,1,5160,1113
3589,"1,35E+18",0,if u eat cottage cheese donât worry about whatâs in the vaccine,,if u eat cottag chees donât worri about whatâ in the vaccin,12,0,0,5160,1113
3590,"1,35E+18",0,if u dated a skater boy donât worry about whatâs in the vaccine,,if u date a skater boy donât worri about whatâ in the vaccin,13,0,0,5160,1113
3591,"1,36E+18",1,"https://t.co/qiXykrNt9G
Americaâs Frontline Doctor Simone Gold Warns Of Risks In âExperimental COVID Vaccineâ (Video)  - 

Caution required.  vtb",,americaâ frontlin doctor simon gold warn of risk in âexperiment covid vaccineâ video caution requir vtb,19,0,1,5160,1113
3592,"1,37E+18",1,"So there are no long-term studies for they new rushed vaccine (gene therapy) thatâs not even an FDA approved product, yet weâre supposed to just take the word of pharmaceutical companies.",,so there are no longterm studi for they new rush vaccin gene therapi thatâ not even an fda approv product yet weâr suppos to just take the word of pharmaceut compani,31,0,0,5160,1113
3593,"1,39E+18",1,"So important to not take a vaccine which has not been testes. The depopulationistz want to reduce population. These drugs experimental
https://t.co/wzRC22LUvj",,so import to not take a vaccin which has not been test the depopulationistz want to reduc popul these drug experiment,21,0,1,5160,1113
3594,"1,39E+18",0,Seeing pressure on Cowin site I must say thank God people are realising importance of Vaccine. Those who are unable to register donât panic in next couple of hours it will smoothen out. But just go and get vaccinated. #VaccinesWork #VaccineRegistration #VaccineFor18Plus,,see pressur on cowin site i must say thank god peopl are realis import of vaccin those who are unabl to regist donât panic in next coupl of hour it will smoothen out but just go and get vaccin vaccineswork vaccineregistr vaccineforplus,42,0,0,5160,1113
3595,"1,35E+18",0,"There is no current evidence of any impact that the COVID-19 vaccine has on fertility. Obviously, people who are wanting to start families understandably, have concerns about any kind of drug or vaccine they may need. For more information please visit: https://t.co/MvwxkRampa",,there is no current evid of ani impact that the covid vaccin has on fertil obvious peopl who are want to start famili understand have concern about ani kind of drug or vaccin they may need for more inform pleas visit,42,0,1,5160,1113
3596,"1,34E+18",1,"Both trump and biden are pushing the vaccine that has not been adequately tested and reported to be a bioweapon made in a laboratory,,
We are in a war that we are not aware of in the majority.
Do your research and react accordingly..",,both trump and biden are push the vaccin that has not been adequ test and report to be a bioweapon made in a laboratori we are in a war that we are not awar of in the major do your research and react accord,42,0,0,5160,1113
3597,"1,35E+18",0,"If your room is as messy as mine you donât need to worry about whatâs in the vaccine

[photo unavailable]",,if your room is as messi as mine you donât need to worri about whatâ in the vaccin photo unavail,19,0,0,5160,1113
3598,"1,34E+18",0,"Top story: @KamalaHarris: 'Today I got the COVID-19 vaccine. I am incredibly grateful to our frontline health care workers, scientists, and researchers who made this moment possible. 

When youâre able to take the vacciâ¦ https://t.co/8vKTqbKPOr, see more https://t.co/SwtIr9OQRj",,top stori kamalaharri today i got the covid vaccin i am incred grate to our frontlin health care worker scientist and research who made this moment possibl when youâr abl to take the vacciâ see more,38,0,1,5160,1113
3599,"1,39E+18",0,Second vaccine done! In two weeks Iâm gonna love the dream of taking travel mugs of tea with me to places again.,,second vaccin done in two week iâm gon na love the dream of take travel mug of tea with me to place again,22,0,0,5160,1113
3600,"1,36E+18",1,"How COVID-19 ""Vaccines"" may Destroy the Lives of Millions - Dr. Judy Mikovits/Mercola. In reality the COVID-19 vaccine is an experimental gene therapy that could prematurely kill large amounts of the population and disable more. https://t.co/TFi371yIaQ via @Prepare_Change 

TRUTH",,how covid vaccin may destroy the live of million dr judi mikovitsmercola in realiti the covid vaccin is an experiment gene therapi that could prematur kill larg amount of the popul and disabl more via preparechang truth,39,0,1,5160,1113
3601,"1,34E+18",1,Bill Gates describes DNA modification using the experimental mRNA Gene Therapy Covid Vaccine. https://t.co/HDqGiGVcfy via @BitChute,,bill gate describ dna modif use the experiment mrna gene therapi covid vaccin via bitchut,16,0,1,5160,1113
3602,"1,34E+18",0,I get my first dose of the vaccine today. Canât fucking wait. Inject that shit into my veins,,i get my first dose of the vaccin today canât fuck wait inject that shit into my vein,18,0,0,5160,1113
3603,"1,39E+18",0,"Got my 2nd dose of the #Pfizer vaccine today <U+0001F489> 
I'm grateful for the shots, but here's the truth - as a healthy young adult in CA, I didn't deserve to get vaccinated before a frontline health worker or elderly person in another country. 
It's both unfair and unwise.
#vaccinated",,got my nd dose of the pfizer vaccin today uf i m grate for the shot but here s the truth as a healthi young adult in ca i did nt deserv to get vaccin befor a frontlin health worker or elder person in anoth countri it s both unfair and unwis vaccin,49,1,0,5160,1113
3604,"1,37E+18",0,I guess Iâll be getting my covid vaccine this week <U+0001F60C>.,,i guess iâll be get my covid vaccin this week ufc,11,1,0,5160,1113
3605,"1,39E+18",0,#VaccinesWork   and it's not only about the COVID-19 vaccine. Find out why you should get vaccinated: https://youtu.<U+200B>be/9nadnOxvE74 https://t.co/2NwZ0XqHgL,,vaccineswork and it s not onli about the covid vaccin find out whi you should get vaccin,20,1,1,5160,1113
3606,"1,39E+18",0,"Why Young People Arenât Getting the Covid Vaccine #FoundOnPixstory 

https://t.co/H7JTPf3kCm @NHSuk @NHS #vaccineupdate #Covid19UK #VaccinesWork",,whi young peopl arenât get the covid vaccin foundonpixstori nhsuk nhs vaccineupd coviduk vaccineswork,15,0,1,5160,1113
3607,"1,34E+18",0,My cohort from grad school still has a group chat and we all are talking about how excited we are to have gotten/be getting the vaccine. #Prevention is essential.,,my cohort from grad school still has a group chat and we all are talk about how excit we are to have gottenb get the vaccin prevent is essenti,29,0,0,5160,1113
3608,"1,34E+18",1,"adjusted vaccine effectiveness estimates for influenza seasons from 2004-2018

Yet rushed vaccines claim 95% effectiveness? Have marketing departments had an input on research data?<U+0001F609>

https://t.co/cZRJZzgo11",,adjust vaccin effect estim for influenza season from yet rush vaccin claim effect have market depart had an input on research data uf,23,1,1,5160,1113
3609,"1,35E+18",0,People who wear new clothes before washing them shouldnât worry about whatâs in the covid vaccine,,peopl who wear new cloth befor wash them shouldnât worri about whatâ in the covid vaccin,16,0,0,5160,1113
3610,"1,39E+18",0,"Second dose down, in 2 weeks I'll be fully vaccinated. Thank you @HackensackUMC for the quick and easy process to get vaccinated.
#COVIDVaccination #Pfizer #GetVaccinated",,second dose down in week i ll be fulli vaccin thank you hackensackumc for the quick and easi process to get vaccin covidvaccin pfizer getvaccin,24,0,0,5160,1113
3611,"1,39E+18",1,Project Coast proves existence of self-replicating vaccine DEPOPULATION bioweapons https://t.co/mhmQHc1AYc via @BitChute <U+0001F631><U+0001F633><U+0001F92C><U+0001F62E><U+0001F616><U+0001F914><U+0001F47F><U+0001F47F><U+0001F525><U+0001F525><U+203C><U+FE0F><U+203C><U+FE0F>,,project coast prove exist of selfrepl vaccin depopul bioweapon via bitchut uf uf ufc ufe uf uf uff uff uf uf uc ufef uc ufef,13,1,1,5160,1113
3612,"1,37E+18",0,"Our latest parody!

âGet your vaccineâ (Queen - Killer Queen) 

#GetVaccinated 

 https://t.co/xvN5QZJHKC",,our latest parodi âget your vaccineâ queen killer queen getvaccin,12,0,1,5160,1113
3613,"1,34E+18",0,if you've been injected with titan spinal fluid dont worry about whats in the vaccine,,if you ve been inject with titan spinal fluid dont worri about what in the vaccin,15,0,0,5160,1113
3614,"1,36E+18",0,Took the second dose of the vaccine yesterday. Letâs just say I went to bed at 9pm (called out sick) and I just got out of bed...fever and cold chills wonât leave. Anybody else that took it had the same symptoms? <U+0001F97A><U+0001F62D><U+0001F62B>,,took the second dose of the vaccin yesterday letâ just say i went to bed at pm call out sick and i just got out of bed fever and cold chill wonât leav anybodi els that took it had the same symptom ufa ufd ufb,42,1,0,5160,1113
3615,"1,34E+18",0,"To the people who are mad that republican leaders who have discouraged mask-wearing and lockdowns got the vaccine first: I get it. But we have to be grateful that they didn't politicize it like they did masks. It's not fair, but it could be so much worse.",,to the peopl who are mad that republican leader who have discourag maskwear and lockdown got the vaccin first i get it but we have to be grate that they did nt politic it like they did mask it s not fair but it could be so much wors,47,0,0,5160,1113
3616,"1,39E+18",0,"You know that #VaccinesWork , but do you know how do vaccine trials and approvals work? Discover it with Peggy Hamburg, IAP Health Co-Chair (who in 2009 was appointed by @BarackObama to serve as Commissioner of the U.S. Food and Drug Administration) #WorldImmunizationWeek https://t.co/64SBYS9Kyr",,you know that vaccineswork but do you know how do vaccin trial and approv work discov it with peggi hamburg iap health cochair who in was appoint by barackobama to serv as commission of the us food and drug administr worldimmunizationweek,44,0,1,5160,1113
3617,"1,39E+18",0,"Vaccines bring us closer to ending the #COVID19 pandemic. MOMENTUM helps countries strengthen immunization systems so they can plan for and deliver #COVID19 vaccines and overcome challenges to their introduction: https://t.co/U3mcGo1FNy

#VaccinesWork @USAIDGH https://t.co/rXwkEHIGMC",,vaccin bring us closer to end the covid pandem momentum help countri strengthen immun system so they can plan for and deliv covid vaccin and overcom challeng to their introduct vaccineswork usaidgh,33,0,1,5160,1113
3618,"1,37E+18",1,The Nuremburg trials will need to have plenty of chairs. Do these Judges think they are above the law? How is it guaranteed that this young man will suffer no adverse reactions to gene therapy? #CrimesAgainstHumanity #TruthWillWin #Corruption  https://t.co/D38bvVyJSw,,the nuremburg trial will need to have plenti of chair do these judg think they are abov the law how is it guarante that this young man will suffer no advers reaction to gene therapi crimesagainsthuman truthwillwin corrupt,40,0,1,5160,1113
3619,"1,36E+18",1,"Stop calling it a #vaccine âits NOT a vaccine itâs an experimental Gene Therapy!! 

It's Gene Therapy, Not a Vaccine https://t.co/eORHEkcf82",,stop call it a vaccin âit not a vaccin itâ an experiment gene therapi it s gene therapi not a vaccin,21,0,1,5160,1113
3620,"1,37E+18",0,"Aaaa my arm! I got my first dose of the vaccine yesterday, but itâs honestly not too bad. My arm hurts less than it did for my flu shot, I think...

Everyone, PLEASE get vaccinated when you are eligible.",,aaaa my arm i got my first dose of the vaccin yesterday but itâ honest not too bad my arm hurt less than it did for my flu shot i think everyon pleas get vaccin when you are elig,38,0,0,5160,1113
